Name,Address,Pin Code,Age,latitude,longitude,Date_of_birth,Nationality,Diabetic,Religion,Height,Nationality,Diabetic,Religion,Height
Stephanie Ramos,"6199 23rd St, Augusta, SD 53826",53826,38,37.693126,-120.982687,1986-09-17,Chinese,Yes,Pastafarianism,Average,Chinese,Yes,Pastafarianism,Average
Lindsay Cook,"6199 23rd St, Augusta, SD 53826",53826,63,37.693126,-120.982687,1961-09-17,Brazilian,No,Pastafarianism,Average,Brazilian,No,Pastafarianism,Average
Jacqueline Stewart,"6199 23rd St, Augusta, SD 53826",53826,72,37.693126,-120.982687,1952-09-16,Spanish,No,Druidism,Short,Spanish,No,Druidism,Short
Steven Evans,"5052 140th St, San Francisco, NY 75515",75515,70,46.757716,-101.176219,1954-09-17,Polish,Yes,Islam,Short,Polish,Yes,Islam,Short
Courtney Young,"5052 140th St, San Francisco, NY 75515",75515,47,46.757716,-101.176219,1977-09-17,Mexican,No,Hinduism,Tall,Mexican,No,Hinduism,Tall
Shannon Bailey,"5052 140th St, San Francisco, NY 75515",75515,36,46.757716,-101.176219,1988-09-16,Korean,No,Jainism,Short,Korean,No,Jainism,Short
Jay Thomas,"4725 42nd St, Clearwater, IA 44130",44130,60,39.885081,-70.806615,1964-09-16,Brazilian,No,Judaism,Average,Brazilian,No,Judaism,Average
Tony Ramos,"4725 42nd St, Clearwater, IA 44130",44130,32,39.885081,-70.806615,1992-09-16,German,No,Taoism,Average,German,No,Taoism,Average
Jose Williams,"4725 42nd St, Clearwater, IA 44130",44130,38,39.885081,-70.806615,1986-09-17,Vietnamese,Yes,Agnostic,Average,Vietnamese,Yes,Agnostic,Average
Timothy Lee,"4725 42nd St, Clearwater, IA 44130",44130,37,39.885081,-70.806615,1987-09-17,Chinese,No,Baháʼí,Tall,Chinese,No,Baháʼí,Tall
Bryan Gomez,"191 15th St, Tampa, TN 68455",68455,25,35.440827,-83.80878,1999-09-17,Greek,No,Islam,Short,Greek,No,Islam,Short
Deborah Jones,"191 15th St, Tampa, TN 68455",68455,54,35.440827,-83.80878,1970-09-17,Korean,Yes,Jainism,Short,Korean,Yes,Jainism,Short
Christine Anderson,"1326 198th St, Pembroke Pines, HI 11945",11945,69,24.846904,-112.751574,1955-09-17,Swedish,No,Atheism,Short,Swedish,No,Atheism,Short
Natalie Parker,"1326 198th St, Pembroke Pines, HI 11945",11945,65,24.846904,-112.751574,1959-09-17,Polish,Yes,Taoism,Average,Polish,Yes,Taoism,Average
Molly Reed,"9535 8th St, Huntsville, AK 73330",73330,55,44.068269,-95.004777,1969-09-17,Irish,No,Atheism,Average,Irish,No,Atheism,Average
Russell Thomas,"9535 8th St, Huntsville, AK 73330",73330,74,44.068269,-95.004777,1950-09-17,Italian,No,Hinduism,Average,Italian,No,Hinduism,Average
Danielle Turner,"6913 38th St, Elk Grove, IN 34822",34822,71,31.113482,-73.646035,1953-09-17,Spanish,No,Jainism,Tall,Spanish,No,Jainism,Tall
Carrie Anderson,"6913 38th St, Elk Grove, IN 34822",34822,24,31.113482,-73.646035,2000-09-16,Polish,Yes,Baháʼí,Tall,Polish,Yes,Baháʼí,Tall
Brian Robinson,"6913 38th St, Elk Grove, IN 34822",34822,38,31.113482,-73.646035,1986-09-17,German,Yes,Druidism,Average,German,Yes,Druidism,Average
Leah Baker,"4003 186th St, Los Angeles, MI 34124",34124,33,30.209965,-100.424481,1991-09-17,Swedish,No,Judaism,Tall,Swedish,No,Judaism,Tall
Matthew Moore,"4003 186th St, Los Angeles, MI 34124",34124,55,30.209965,-100.424481,1969-09-17,Japanese,Yes,Hinduism,Tall,Japanese,Yes,Hinduism,Tall
George Cook,"8230 163rd St, Santa Ana, ME 72181",72181,64,32.116113,-76.266659,1960-09-16,Indian,No,Judaism,Tall,Indian,No,Judaism,Tall
Monica Gomez,"8230 163rd St, Santa Ana, ME 72181",72181,49,32.116113,-76.266659,1975-09-17,Spanish,Yes,Sikhism,Short,Spanish,Yes,Sikhism,Short
Scott Nelson,"8230 163rd St, Santa Ana, ME 72181",72181,21,32.116113,-76.266659,2003-09-17,Italian,No,Sikhism,Tall,Italian,No,Sikhism,Tall
Todd Baker,"8230 163rd St, Santa Ana, ME 72181",72181,59,32.116113,-76.266659,1965-09-17,Indian,Yes,Zoroastrianism,Average,Indian,Yes,Zoroastrianism,Average
Bobby Jones,"5309 20th St, McAllen, CO 12950",12950,73,34.08876,-93.400161,1951-09-17,Japanese,No,Unitarianism,Short,Japanese,No,Unitarianism,Short
Albert Walker,"5309 20th St, McAllen, CO 12950",12950,58,34.08876,-93.400161,1966-09-17,Russian,Yes,Shinto,Tall,Russian,Yes,Shinto,Tall
Michael Davis,"5309 20th St, McAllen, CO 12950",12950,78,34.08876,-93.400161,1946-09-17,Canadian,Yes,Rastafarianism,Average,Canadian,Yes,Rastafarianism,Average
Jeffrey Lopez,"9170 191st St, Mesquite, NY 34765",34765,68,38.967012,-111.858757,1956-09-16,Indian,Yes,Atheism,Tall,Indian,Yes,Atheism,Tall
Joseph Green,"9170 191st St, Mesquite, NY 34765",34765,51,38.967012,-111.858757,1973-09-17,Indian,Yes,Shinto,Average,Indian,Yes,Shinto,Average
Mary Diaz,"2095 93rd St, Arvada, AR 63596",63596,73,44.599313,-93.303392,1951-09-17,English,No,Jainism,Average,English,No,Jainism,Average
Russell Davis,"2095 93rd St, Arvada, AR 63596",63596,34,44.599313,-93.303392,1990-09-17,Russian,No,Baháʼí,Tall,Russian,No,Baháʼí,Tall
Hannah Adams,"2095 93rd St, Arvada, AR 63596",63596,41,44.599313,-93.303392,1983-09-17,Canadian,Yes,Paganism,Tall,Canadian,Yes,Paganism,Tall
Jeremiah Morgan,"2095 93rd St, Arvada, AR 63596",63596,63,44.599313,-93.303392,1961-09-17,German,No,Agnostic,Short,German,No,Agnostic,Short
Diane Miller,"3862 149th St, New Orleans, NE 17268",17268,65,26.239409,-95.816625,1959-09-17,Dutch,Yes,Deism,Tall,Dutch,Yes,Deism,Tall
Jeffrey Nelson,"3862 149th St, New Orleans, NE 17268",17268,67,26.239409,-95.816625,1957-09-17,Irish,No,Christianity,Average,Irish,No,Christianity,Average
Randy Morgan,"1299 51st St, Vacaville, DE 82880",82880,29,31.682619,-117.750682,1995-09-17,Japanese,Yes,Paganism,Short,Japanese,Yes,Paganism,Short
Nicole King,"1299 51st St, Vacaville, DE 82880",82880,33,31.682619,-117.750682,1991-09-17,German,No,Islam,Average,German,No,Islam,Average
Shane Kelly,"9374 63rd St, Brownsville, MI 27935",27935,21,26.646178,-84.781786,2003-09-17,Irish,No,Islam,Average,Irish,No,Islam,Average
Dawn Perez,"9374 63rd St, Brownsville, MI 27935",27935,75,26.646178,-84.781786,1949-09-17,French,Yes,Jainism,Tall,French,Yes,Jainism,Tall
David Sanchez,"9374 63rd St, Brownsville, MI 27935",27935,55,26.646178,-84.781786,1969-09-17,Canadian,Yes,Druidism,Average,Canadian,Yes,Druidism,Average
Miranda Lopez,"9374 63rd St, Brownsville, MI 27935",27935,76,26.646178,-84.781786,1948-09-16,Brazilian,Yes,Paganism,Tall,Brazilian,Yes,Paganism,Tall
Samantha Turner,"4277 73rd St, Lincoln, OK 34496",34496,33,27.620551,-99.779172,1991-09-17,Brazilian,Yes,Jainism,Average,Brazilian,Yes,Jainism,Average
Michele Cook,"4277 73rd St, Lincoln, OK 34496",34496,53,27.620551,-99.779172,1971-09-17,French,Yes,Pastafarianism,Short,French,Yes,Pastafarianism,Short
Donna Cruz,"4277 73rd St, Lincoln, OK 34496",34496,33,27.620551,-99.779172,1991-09-17,Korean,No,Confucianism,Tall,Korean,No,Confucianism,Tall
Jacqueline Ramos,"8289 35th St, Glendale, AZ 33548",33548,27,31.313438,-81.889023,1997-09-17,German,Yes,Shinto,Short,German,Yes,Shinto,Short
John Gonzalez,"8289 35th St, Glendale, AZ 33548",33548,20,31.313438,-81.889023,2004-09-16,Korean,No,Islam,Tall,Korean,No,Islam,Tall
Cynthia Phillips,"2042 13th St, Downey, ID 24253",24253,77,30.764965,-100.930347,1947-09-17,Brazilian,Yes,Confucianism,Short,Brazilian,Yes,Confucianism,Short
Amanda Ramos,"2042 13th St, Downey, ID 24253",24253,74,30.764965,-100.930347,1950-09-17,Mexican,No,Christianity,Tall,Mexican,No,Christianity,Tall
Makayla Evans,"2042 13th St, Downey, ID 24253",24253,65,30.764965,-100.930347,1959-09-17,English,No,Judaism,Short,English,No,Judaism,Short
Timothy Flores,"3146 148th St, New Haven, NH 82435",82435,24,28.429184,-88.601167,2000-09-16,French,Yes,Agnostic,Short,French,Yes,Agnostic,Short
Patrick Kelly,"3146 148th St, New Haven, NH 82435",82435,38,28.429184,-88.601167,1986-09-17,Dutch,Yes,Confucianism,Tall,Dutch,Yes,Confucianism,Tall
Richard Parker,"3146 148th St, New Haven, NH 82435",82435,73,28.429184,-88.601167,1951-09-17,Dutch,No,Confucianism,Tall,Dutch,No,Confucianism,Tall
Cory Williams,"6678 30th St, Lansing, TN 78799",78799,65,41.262512,-89.878862,1959-09-17,Canadian,No,Druidism,Average,Canadian,No,Druidism,Average
Erin Miller,"6678 30th St, Lansing, TN 78799",78799,53,41.262512,-89.878862,1971-09-17,Polish,Yes,Atheism,Average,Polish,Yes,Atheism,Average
Laurie Gutierrez,"606 158th St, Lakeland, IN 92910",92910,73,26.015288,-88.417702,1951-09-17,American,No,Druidism,Tall,American,No,Druidism,Tall
Kimberly Hall,"606 158th St, Lakeland, IN 92910",92910,29,26.015288,-88.417702,1995-09-17,Korean,No,Taoism,Tall,Korean,No,Taoism,Tall
Amanda Collins,"8143 106th St, West Valley City, AL 69459",69459,80,49.302221,-91.336829,1944-09-16,Italian,No,Sikhism,Short,Italian,No,Sikhism,Short
Christopher Torres,"8143 106th St, West Valley City, AL 69459",69459,35,49.302221,-91.336829,1989-09-17,Chinese,No,Baháʼí,Short,Chinese,No,Baháʼí,Short
Brenda Nelson,"7666 193rd St, St. Louis, SD 58525",58525,71,28.240031,-106.263393,1953-09-17,French,No,Deism,Average,French,No,Deism,Average
Ralph Rivera,"7666 193rd St, St. Louis, SD 58525",58525,27,28.240031,-106.263393,1997-09-17,Vietnamese,No,Shinto,Average,Vietnamese,No,Shinto,Average
Patrick Lee,"7666 193rd St, St. Louis, SD 58525",58525,38,28.240031,-106.263393,1986-09-17,Mexican,Yes,Druidism,Average,Mexican,Yes,Druidism,Average
Jill Clark,"7666 193rd St, St. Louis, SD 58525",58525,25,28.240031,-106.263393,1999-09-17,French,Yes,Shinto,Short,French,Yes,Shinto,Short
Adriana Bailey,"6035 109th St, Memphis, DE 97009",97009,62,40.149807,-87.730007,1962-09-17,Chinese,Yes,Paganism,Short,Chinese,Yes,Paganism,Short
Roberto Turner,"6035 109th St, Memphis, DE 97009",97009,68,40.149807,-87.730007,1956-09-16,Greek,Yes,Baháʼí,Short,Greek,Yes,Baháʼí,Short
Jacob Cook,"6035 109th St, Memphis, DE 97009",97009,22,40.149807,-87.730007,2002-09-17,Indian,No,Hinduism,Average,Indian,No,Hinduism,Average
Barbara Harris,"8287 54th St, Lakewood, HI 20319",20319,25,27.167292,-109.406688,1999-09-17,Polish,Yes,Unitarianism,Tall,Polish,Yes,Unitarianism,Tall
Lisa Brown,"8287 54th St, Lakewood, HI 20319",20319,72,27.167292,-109.406688,1952-09-16,Mexican,No,Unitarianism,Average,Mexican,No,Unitarianism,Average
Emily Phillips,"8287 54th St, Lakewood, HI 20319",20319,56,27.167292,-109.406688,1968-09-16,Korean,No,Hinduism,Short,Korean,No,Hinduism,Short
Barbara Cruz,"8287 54th St, Lakewood, HI 20319",20319,65,27.167292,-109.406688,1959-09-17,Dutch,Yes,Pastafarianism,Average,Dutch,Yes,Pastafarianism,Average
Jessica Rivera,"7447 124th St, Rochester, HI 51353",51353,42,38.679266,-124.307794,1982-09-17,French,Yes,Baháʼí,Average,French,Yes,Baháʼí,Average
William Diaz,"7447 124th St, Rochester, HI 51353",51353,71,38.679266,-124.307794,1953-09-17,Mexican,No,Unitarianism,Average,Mexican,No,Unitarianism,Average
Kristin Kelly,"1646 160th St, Murfreesboro, IL 54231",54231,29,29.969073,-117.836692,1995-09-17,German,Yes,Deism,Average,German,Yes,Deism,Average
Jason Mitchell,"1646 160th St, Murfreesboro, IL 54231",54231,47,29.969073,-117.836692,1977-09-17,Irish,Yes,Paganism,Short,Irish,Yes,Paganism,Short
Thomas Hernandez,"1646 160th St, Murfreesboro, IL 54231",54231,44,29.969073,-117.836692,1980-09-16,Polish,No,Christianity,Average,Polish,No,Christianity,Average
Joseph Rodriguez,"1646 160th St, Murfreesboro, IL 54231",54231,79,29.969073,-117.836692,1945-09-17,Japanese,No,Jainism,Short,Japanese,No,Jainism,Short
Carlos Thomas,"8981 13th St, South Fulton, SD 58364",58364,36,36.150373,-113.333575,1988-09-16,Korean,No,Sikhism,Average,Korean,No,Sikhism,Average
Scott Reed,"8981 13th St, South Fulton, SD 58364",58364,61,36.150373,-113.333575,1963-09-17,English,No,Jainism,Short,English,No,Jainism,Short
Joe Phillips,"8981 13th St, South Fulton, SD 58364",58364,54,36.150373,-113.333575,1970-09-17,Mexican,No,Islam,Tall,Mexican,No,Islam,Tall
Larry Allen,"1889 107th St, Abilene, NJ 76381",76381,38,41.045911,-86.044961,1986-09-17,Irish,No,Pastafarianism,Short,Irish,No,Pastafarianism,Short
Jeffrey Parker,"1889 107th St, Abilene, NJ 76381",76381,41,41.045911,-86.044961,1983-09-17,Japanese,Yes,Zoroastrianism,Short,Japanese,Yes,Zoroastrianism,Short
Tony Nelson,"1889 107th St, Abilene, NJ 76381",76381,56,41.045911,-86.044961,1968-09-16,Chinese,Yes,Sikhism,Tall,Chinese,Yes,Sikhism,Tall
Karen Diaz,"9774 120th St, Pearland, UT 41048",41048,46,37.238009,-88.816733,1978-09-17,French,Yes,Pastafarianism,Tall,French,Yes,Pastafarianism,Tall
Amanda Rodriguez,"9774 120th St, Pearland, UT 41048",41048,21,37.238009,-88.816733,2003-09-17,Swedish,No,Christianity,Tall,Swedish,No,Christianity,Tall
Christopher Nelson,"374 31st St, Bridgeport, AZ 74136",74136,59,31.112087,-89.924944,1965-09-17,Spanish,No,Rastafarianism,Tall,Spanish,No,Rastafarianism,Tall
Shannon Morales,"3157 141st St, Norfolk, MD 31756",31756,25,32.415722,-108.42374,1999-09-17,Irish,Yes,Paganism,Tall,Irish,Yes,Paganism,Tall
Thomas Bailey,"3157 141st St, Norfolk, MD 31756",31756,56,32.415722,-108.42374,1968-09-16,Chinese,Yes,Druidism,Tall,Chinese,Yes,Druidism,Tall
Thomas Brown,"3157 141st St, Norfolk, MD 31756",31756,50,32.415722,-108.42374,1974-09-17,French,Yes,Judaism,Average,French,Yes,Judaism,Average
Lisa Gutierrez,"9274 80th St, Palmdale, LA 44591",44591,40,46.441387,-117.906096,1984-09-16,Korean,No,Hinduism,Average,Korean,No,Hinduism,Average
Courtney Peterson,"9274 80th St, Palmdale, LA 44591",44591,20,46.441387,-117.906096,2004-09-16,Brazilian,Yes,Unitarianism,Tall,Brazilian,Yes,Unitarianism,Tall
Shaun King,"2907 182nd St, Cape Coral, OH 20125",20125,72,42.357319,-98.518262,1952-09-16,Spanish,Yes,Jainism,Short,Spanish,Yes,Jainism,Short
Mary Hernandez,"2907 182nd St, Cape Coral, OH 20125",20125,44,42.357319,-98.518262,1980-09-16,Greek,Yes,Judaism,Short,Greek,Yes,Judaism,Short
Eddie Nelson,"2907 182nd St, Cape Coral, OH 20125",20125,25,42.357319,-98.518262,1999-09-17,Korean,No,Shinto,Tall,Korean,No,Shinto,Tall
Stefanie Torres,"2907 182nd St, Cape Coral, OH 20125",20125,58,42.357319,-98.518262,1966-09-17,Greek,Yes,Atheism,Average,Greek,Yes,Atheism,Average
Isaac Howard,"2907 182nd St, Cape Coral, OH 20125",20125,71,42.357319,-98.518262,1953-09-17,Italian,Yes,Buddhism,Average,Italian,Yes,Buddhism,Average
Kevin Campbell,"5513 99th St, Wichita, SD 85544",85544,20,49.312594,-77.984195,2004-09-16,Swedish,No,Agnostic,Short,Swedish,No,Agnostic,Short
Blake Baker,"5513 99th St, Wichita, SD 85544",85544,49,49.312594,-77.984195,1975-09-17,Italian,No,Pastafarianism,Tall,Italian,No,Pastafarianism,Tall
Robert Anderson,"9140 194th St, Shreveport, TN 61900",61900,79,48.773457,-102.526406,1945-09-17,English,No,Agnostic,Average,English,No,Agnostic,Average
Stanley Reyes,"9140 194th St, Shreveport, TN 61900",61900,32,48.773457,-102.526406,1992-09-16,American,No,Zoroastrianism,Tall,American,No,Zoroastrianism,Tall
Victoria Turner,"9140 194th St, Shreveport, TN 61900",61900,29,48.773457,-102.526406,1995-09-17,German,No,Unitarianism,Tall,German,No,Unitarianism,Tall
Elizabeth Gomez,"8652 46th St, Ventura, MT 60839",60839,50,45.545091,-68.659776,1974-09-17,German,Yes,Unitarianism,Short,German,Yes,Unitarianism,Short
Zachary Rodriguez,"8652 46th St, Ventura, MT 60839",60839,53,45.545091,-68.659776,1971-09-17,Korean,Yes,Confucianism,Tall,Korean,Yes,Confucianism,Tall
Robert Brown,"8652 46th St, Ventura, MT 60839",60839,26,45.545091,-68.659776,1998-09-17,Korean,No,Christianity,Tall,Korean,No,Christianity,Tall
Kimberly Ramirez,"8652 46th St, Ventura, MT 60839",60839,49,45.545091,-68.659776,1975-09-17,French,No,Islam,Short,French,No,Islam,Short
Samuel Harris,"8652 46th St, Ventura, MT 60839",60839,57,45.545091,-68.659776,1967-09-17,German,No,Deism,Average,German,No,Deism,Average
Selena Wright,"8920 58th St, Sugar Land, GA 72975",72975,62,24.430231,-97.403679,1962-09-17,Dutch,No,Buddhism,Tall,Dutch,No,Buddhism,Tall
Jennifer Cooper,"8920 58th St, Sugar Land, GA 72975",72975,75,24.430231,-97.403679,1949-09-17,Polish,Yes,Confucianism,Short,Polish,Yes,Confucianism,Short
Scott Ortiz,"8920 58th St, Sugar Land, GA 72975",72975,72,24.430231,-97.403679,1952-09-16,Greek,Yes,Christianity,Average,Greek,Yes,Christianity,Average
Desiree Martin,"8920 58th St, Sugar Land, GA 72975",72975,34,24.430231,-97.403679,1990-09-17,German,No,Buddhism,Tall,German,No,Buddhism,Tall
Joy Wilson,"8797 128th St, Moreno Valley, ME 81799",81799,66,37.190552,-97.886041,1958-09-17,Polish,No,Islam,Average,Polish,No,Islam,Average
Michele Brown,"4658 74th St, Cedar Rapids, MO 17174",17174,21,35.03952,-104.91269,2003-09-17,French,No,Buddhism,Short,French,No,Buddhism,Short
Danielle Stewart,"4658 74th St, Cedar Rapids, MO 17174",17174,45,35.03952,-104.91269,1979-09-17,Irish,No,Rastafarianism,Tall,Irish,No,Rastafarianism,Tall
Tanya Hill,"4658 74th St, Cedar Rapids, MO 17174",17174,24,35.03952,-104.91269,2000-09-16,German,Yes,Buddhism,Short,German,Yes,Buddhism,Short
Jon Hernandez,"4658 74th St, Cedar Rapids, MO 17174",17174,71,35.03952,-104.91269,1953-09-17,Italian,No,Baháʼí,Short,Italian,No,Baháʼí,Short
Patricia Gonzalez,"4658 74th St, Cedar Rapids, MO 17174",17174,48,35.03952,-104.91269,1976-09-16,American,No,Unitarianism,Tall,American,No,Unitarianism,Tall
Lisa Adams,"238 52nd St, San Marcos, CO 24943",24943,33,40.502378,-101.580784,1991-09-17,Greek,Yes,Druidism,Short,Greek,Yes,Druidism,Short
Taylor Lewis,"238 52nd St, San Marcos, CO 24943",24943,58,40.502378,-101.580784,1966-09-17,Swedish,No,Islam,Average,Swedish,No,Islam,Average
Steven Sanchez,"238 52nd St, San Marcos, CO 24943",24943,49,40.502378,-101.580784,1975-09-17,Korean,Yes,Hinduism,Short,Korean,Yes,Hinduism,Short
Alexander Hill,"1415 195th St, Tuscaloosa, MT 72540",72540,31,44.868841,-68.460921,1993-09-17,Spanish,No,Paganism,Tall,Spanish,No,Paganism,Tall
Matthew Allen,"1415 195th St, Tuscaloosa, MT 72540",72540,46,44.868841,-68.460921,1978-09-17,French,No,Agnostic,Tall,French,No,Agnostic,Tall
Anthony Flores,"1415 195th St, Tuscaloosa, MT 72540",72540,69,44.868841,-68.460921,1955-09-17,French,Yes,Buddhism,Average,French,Yes,Buddhism,Average
Antonio Torres,"1415 195th St, Tuscaloosa, MT 72540",72540,43,44.868841,-68.460921,1981-09-17,Brazilian,No,Taoism,Tall,Brazilian,No,Taoism,Tall
Adrienne Hill,"1415 195th St, Tuscaloosa, MT 72540",72540,49,44.868841,-68.460921,1975-09-17,Swedish,Yes,Christianity,Short,Swedish,Yes,Christianity,Short
Karen Cooper,"1415 195th St, Tuscaloosa, MT 72540",72540,64,44.868841,-68.460921,1960-09-16,French,Yes,Unitarianism,Short,French,Yes,Unitarianism,Short
Diane Hall,"9299 151st St, Lakewood, NY 69896",69896,68,41.281274,-78.528661,1956-09-16,French,Yes,Buddhism,Tall,French,Yes,Buddhism,Tall
Ian Rodriguez,"9299 151st St, Lakewood, NY 69896",69896,67,41.281274,-78.528661,1957-09-17,Japanese,No,Buddhism,Average,Japanese,No,Buddhism,Average
Anthony Wright,"9299 151st St, Lakewood, NY 69896",69896,63,41.281274,-78.528661,1961-09-17,Mexican,No,Baháʼí,Average,Mexican,No,Baháʼí,Average
Keith Rodriguez,"9299 151st St, Lakewood, NY 69896",69896,42,41.281274,-78.528661,1982-09-17,Swedish,Yes,Jainism,Tall,Swedish,Yes,Jainism,Tall
Thomas Phillips,"9299 151st St, Lakewood, NY 69896",69896,32,41.281274,-78.528661,1992-09-16,Irish,No,Pastafarianism,Short,Irish,No,Pastafarianism,Short
Joseph Lewis,"8854 54th St, Akron, RI 48386",48386,80,46.599092,-80.410632,1944-09-16,Italian,No,Pastafarianism,Tall,Italian,No,Pastafarianism,Tall
Joseph Ortiz,"392 60th St, Rochester, SC 62408",62408,35,44.449333,-106.752836,1989-09-17,Irish,No,Paganism,Tall,Irish,No,Paganism,Tall
Jennifer Gomez,"392 60th St, Rochester, SC 62408",62408,76,44.449333,-106.752836,1948-09-16,American,Yes,Unitarianism,Average,American,Yes,Unitarianism,Average
Savannah Morales,"1294 128th St, Pueblo, LA 24014",24014,64,42.148998,-110.409709,1960-09-16,Mexican,Yes,Agnostic,Short,Mexican,Yes,Agnostic,Short
Joseph Williams,"1294 128th St, Pueblo, LA 24014",24014,35,42.148998,-110.409709,1989-09-17,Greek,No,Hinduism,Average,Greek,No,Hinduism,Average
Derrick Allen,"8009 121st St, Gainesville, AL 26575",26575,51,27.995088,-119.342521,1973-09-17,Russian,Yes,Judaism,Average,Russian,Yes,Judaism,Average
Alexander Jackson,"8009 121st St, Gainesville, AL 26575",26575,20,27.995088,-119.342521,2004-09-16,American,No,Rastafarianism,Short,American,No,Rastafarianism,Short
Jeffrey Rogers,"8009 121st St, Gainesville, AL 26575",26575,27,27.995088,-119.342521,1997-09-17,Indian,No,Agnostic,Short,Indian,No,Agnostic,Short
Wyatt Clark,"962 167th St, Clinton, IN 63228",63228,25,35.491018,-73.665303,1999-09-17,Mexican,No,Rastafarianism,Short,Mexican,No,Rastafarianism,Short
Wesley Nelson,"962 167th St, Clinton, IN 63228",63228,40,35.491018,-73.665303,1984-09-16,Swedish,Yes,Baháʼí,Tall,Swedish,Yes,Baháʼí,Tall
Joseph Nelson,"962 167th St, Clinton, IN 63228",63228,24,35.491018,-73.665303,2000-09-16,Canadian,Yes,Christianity,Short,Canadian,Yes,Christianity,Short
Audrey Campbell,"962 167th St, Clinton, IN 63228",63228,55,35.491018,-73.665303,1969-09-17,Polish,No,Hinduism,Tall,Polish,No,Hinduism,Tall
Susan Campbell,"962 167th St, Clinton, IN 63228",63228,67,35.491018,-73.665303,1957-09-17,Greek,Yes,Sikhism,Average,Greek,Yes,Sikhism,Average
Christopher Lopez,"7683 130th St, Sugar Land, AR 67883",67883,30,39.20232,-81.353546,1994-09-17,Greek,No,Deism,Short,Greek,No,Deism,Short
Oscar Rivera,"7683 130th St, Sugar Land, AR 67883",67883,42,39.20232,-81.353546,1982-09-17,Brazilian,Yes,Deism,Tall,Brazilian,Yes,Deism,Tall
Derek Williams,"3408 4th St, Wichita Falls, WV 45649",45649,69,40.453574,-90.713027,1955-09-17,Irish,Yes,Pastafarianism,Tall,Irish,Yes,Pastafarianism,Tall
Derek Adams,"3408 4th St, Wichita Falls, WV 45649",45649,77,40.453574,-90.713027,1947-09-17,Korean,Yes,Agnostic,Tall,Korean,Yes,Agnostic,Tall
Robert Parker,"3408 4th St, Wichita Falls, WV 45649",45649,64,40.453574,-90.713027,1960-09-16,French,No,Druidism,Tall,French,No,Druidism,Tall
Jasmine Rodriguez,"3408 4th St, Wichita Falls, WV 45649",45649,30,40.453574,-90.713027,1994-09-17,Swedish,No,Atheism,Average,Swedish,No,Atheism,Average
Stephen Lopez,"3408 4th St, Wichita Falls, WV 45649",45649,60,40.453574,-90.713027,1964-09-16,Dutch,No,Shinto,Short,Dutch,No,Shinto,Short
John Walker,"3952 112th St, Aurora, MO 24623",24623,55,40.442968,-85.575399,1969-09-17,Japanese,Yes,Judaism,Short,Japanese,Yes,Judaism,Short
Leslie Lee,"3952 112th St, Aurora, MO 24623",24623,34,40.442968,-85.575399,1990-09-17,Mexican,No,Taoism,Short,Mexican,No,Taoism,Short
Teresa Green,"6176 199th St, Anaheim, IN 90388",90388,30,31.54256,-101.454573,1994-09-17,Chinese,No,Christianity,Short,Chinese,No,Christianity,Short
Ernest Wilson,"6176 199th St, Anaheim, IN 90388",90388,53,31.54256,-101.454573,1971-09-17,American,No,Pastafarianism,Short,American,No,Pastafarianism,Short
Kimberly Nguyen,"6176 199th St, Anaheim, IN 90388",90388,60,31.54256,-101.454573,1964-09-16,Russian,No,Shinto,Short,Russian,No,Shinto,Short
Keith Green,"6176 199th St, Anaheim, IN 90388",90388,78,31.54256,-101.454573,1946-09-17,Vietnamese,Yes,Paganism,Tall,Vietnamese,Yes,Paganism,Tall
Matthew Torres,"2015 11th St, Syracuse, VA 41254",41254,66,30.01899,-70.835912,1958-09-17,Irish,Yes,Rastafarianism,Short,Irish,Yes,Rastafarianism,Short
Jennifer Hernandez,"2015 11th St, Syracuse, VA 41254",41254,70,30.01899,-70.835912,1954-09-17,Chinese,No,Hinduism,Tall,Chinese,No,Hinduism,Tall
Charles Robinson,"2015 11th St, Syracuse, VA 41254",41254,25,30.01899,-70.835912,1999-09-17,French,Yes,Shinto,Average,French,Yes,Shinto,Average
Ashley Gutierrez,"216 180th St, Charleston, MD 96171",96171,57,41.824948,-110.137081,1967-09-17,Polish,Yes,Shinto,Tall,Polish,Yes,Shinto,Tall
Michael Cooper,"9308 163rd St, Columbus, OK 84201",84201,75,38.887894,-71.713114,1949-09-17,Greek,Yes,Jainism,Average,Greek,Yes,Jainism,Average
Dana Collins,"9308 163rd St, Columbus, OK 84201",84201,66,38.887894,-71.713114,1958-09-17,Indian,Yes,Islam,Short,Indian,Yes,Islam,Short
Kathleen Adams,"6741 19th St, Bakersfield, ND 41652",41652,32,28.690117,-111.10947,1992-09-16,Polish,Yes,Druidism,Average,Polish,Yes,Druidism,Average
Devin Torres,"6741 19th St, Bakersfield, ND 41652",41652,71,28.690117,-111.10947,1953-09-17,Spanish,No,Judaism,Average,Spanish,No,Judaism,Average
George Hall,"6741 19th St, Bakersfield, ND 41652",41652,42,28.690117,-111.10947,1982-09-17,American,Yes,Sikhism,Tall,American,Yes,Sikhism,Tall
Justin Taylor,"7294 62nd St, Sparks, WV 80706",80706,68,39.052395,-108.850067,1956-09-16,Korean,No,Confucianism,Tall,Korean,No,Confucianism,Tall
Lisa Ramos,"7294 62nd St, Sparks, WV 80706",80706,26,39.052395,-108.850067,1998-09-17,Mexican,No,Paganism,Average,Mexican,No,Paganism,Average
